gene_names,coefficients,valid_p_value,adjusted_p_value
ENO1B,0.28483439964023655,1e-10,3.747169811320755e-09
LMNB1,-0.32561014337491917,1e-10,3.747169811320755e-09
NARS,0.09297891518085563,0.0018473180941596576,0.011989456650330327
GM46620,0.11645787194518532,2.553436415024325e-05,0.0002914439494389833
GSTP1,0.24309764569520032,1e-10,3.747169811320755e-09
ZNRD2,0.14726002740069558,7.149666275640256e-07,1.1734906796216156e-05
NAA40,0.10586933599719929,0.0004943689346650453,0.003927266816979119
MTA2,0.28507921843080236,1e-10,3.747169811320755e-09
EEF1G,-0.13014630348312614,1.4605861282493686e-05,0.00017580145761837853
CCDC86,-0.07646486613585955,0.006274342586529355,0.0321241064290007
FAM111A,-0.08368615173077823,0.004945301244510495,0.026688500738037618
FXN,-0.13502752248741542,2.4718859939507165e-06,3.691101942846709e-05
PUM3,0.17377957409242184,3.475881828984775e-10,1.1505168853939604e-08
ATAD1,0.15482257153294673,3.547115584475468e-08,7.735459733866527e-07
KIF20B,0.08693724686352665,0.009198462268853388,0.04354942534045195
ENTPD1,0.1543562834992398,4.432514353266138e-06,6.113176045546215e-05
SCD2,-0.07540755742436812,0.005525949072055197,0.029187592705057507
NPM3,-0.14121300634713818,2.2439603746733993e-06,3.376140381894978e-05
ACSL5,0.1647944882001688,1.802725045743978e-08,4.323344787784978e-07
SUV39H1,0.1836082451397435,1e-10,3.747169811320755e-09
CYBB,0.11894651332199298,4.32350896103545e-05,0.00045917052388323016
SLC25A5,-0.1257973045789052,0.00019416912213666922,0.0017370264710064192
XLR3A,-0.13477858032701417,0.0066123150886610235,0.033224990750303524
EFNB1,-0.10957130650849374,8.55122848481231e-05,0.0008365881660510959
NONO,0.22791063285377522,1e-10,3.747169811320755e-09
TAF1,0.12913673320614683,1.2474837440788106e-05,0.0001551197154779654
CXCR3,-0.09243939498667733,0.009105224962253092,0.04326070998812115
RPL36A,0.11784493310990844,0.0025111752600726627,0.01548818033075872
ARMCX6,0.1709487159747971,1.1867577897201757e-07,2.270485689157157e-06
EGFL6,0.0965229150389021,0.0011035487661442958,0.007883625358138746
MT-ND6,0.13122907817674664,3.7312051728003714e-05,0.00040492751219571246
